title,isbn,isbn13,genre,pages
"bound by honor (born in blood mafia chronicles, #1)",,9781311736420.0,Romance,316
"boundaries: when to say yes, how to say no to take control of your life",310247454,9780310247460.0,Desarrollo personal,304
"boundless (unearthly, #3)",61996203,9780061996210.0,Juvenil (Young Adult - YA),436
boy meets boy,375832998,9780375832990.0,Juvenil (Young Adult - YA),244
"boy meets girl (boy, #2)",330418874,9780330418870.0,Juvenil (Young Adult - YA),256
boy meets girl: say hello to courtship,1590521676,9781590521670.0,Religión y espiritualidad,272
boy's life,671743058,9780671743060.0,Horror,625
"boy, snow, bird",1594631395,9781594631400.0,Desconocido,308
boy: tales of childhood,141311401,9780141311400.0,Biografía/Autobiografía,176
"boys over flowers: hana yori dango, vol. 1 (boys over flowers, #1)",1569319960,9781569319960.0,Romance,184
brain droppings,786891122,9780786891120.0,Humor (No listado),272
"brain rules: 12 principles for surviving and thriving at work, home, and school",979777704,9780979777710.0,Psicología,301
brain on fire: my month of madness,145162137X,9781451621370.0,Biografía/Autobiografía,250
"branded (fall of angels, #1)",1450572375,9781450572380.0,Fantasía,322
branded by fire (psy-changeling #6),425226735,9780425226740.0,Romance,343
brave new world,60929871,9780060929880.0,Ciencia ficción,268
brave new world / brave new world revisited,60776099,9780060776090.0,Ciencia ficción,380
brave new world revisited,60898526,9780060898530.0,Ensayo,118
braveheart,671522817,9780671522810.0,Ficción histórica,293
bread and   wine: a love letter to life around the table with recipes,310328179,9780310328180.0,Cocina y gastronomía,304
bread and jam for frances,64430960,9780064430970.0,Literatura infantil,32
"break no bones (temperance brennan, #9)",743233492,9780743233490.0,Thriller/Misterio,400
"breakable (contours of the heart, #2)",425266869,9780425266860.0,Romance,384
breakfast at tiffany's,679745653,9780679745660.0,Literatura clásica,160
breakfast of champions,385334206,9780385334200.0,Literatura clásica,303
breakfast with buddha,1565125525,9781565125520.0,Viajes y guías,321
"breaking dawn (twilight, #4)",031606792X,9780316067930.0,Fantasía,756
breaking free: discover the victory of total surrender,805445528,9780805445530.0,Religión y espiritualidad,224
"breaking night: a memoir of forgiveness, survival, and my journey from homeless to harvard",786868910,9780786868920.0,Biografía/Autobiografía,304
"breaking point (tom clancy's net force, #4)",425176932,9780425176930.0,Thriller/Misterio,384
breaking the spell: religion as a natural phenomenon,067003472X,9780670034730.0,Filosofía,448
breath,374116342,9780374116350.0,Desconocido,295
"breath, eyes, memory",037570504X,9780375705040.0,Literatura clásica,234
"breathe (breathe, #1)",62118692,9780062118690.0,Juvenil (Young Adult - YA),320
"breathe (colorado mountain, #4)",,9781476145390.0,Romance,414
"breathe (sea breeze, #1)",,,Romance,240
breathing lessons,345485599,9780345485600.0,Desconocido,337
"brian's winter (brian's saga, #3)",440227194,9780440227200.0,Aventuras,176
"briar's book (circle of magic, #4)",590554115,9780590554110.0,Fantasía,288
brick lane,743243315,9780743243320.0,Desconocido,416
brida,9504915248,9789504915250.0,Fantasía,220
brideshead revisited: the sacred and profane memories of captain charles ryder,316926345,9780316926350.0,Literatura clásica,351
bridge of sighs,375414959,9780375414950.0,Ficción histórica,529
bridge to haven,1414368186,9781414368180.0,Religión y espiritualidad,480
bridge to terabithia,439366771,9780439366780.0,Literatura infantil,160
"bridget jones's diary (bridget jones, #1)",014028009X,9780140280100.0,Romance,271
"bridget jones: the edge of reason (bridget jones, #2)",140298479,9780140298480.0,Romance,422
brief interviews with hideous men,034911188X,9780349111890.0,Ensayo,273
brief lives (the sandman #7),1563891379,9781563891370.0,Fantasía,256
"bright lights, big ass: a self-indulgent, surly, ex-sorority girl's guide to why it often sucks in the city, or who are these idiots and why do they all live next door to me?",451221257,9780451221250.0,Humor (No listado),288
"bright lights, big city",394726413,9780394726410.0,Literatura clásica,182
bright shiny morning,61573132,9780061573130.0,Desconocido,512
"bright side (bright side, #1)",,9780991140220.0,Romance,382
brighton rock,99478471,9780099478480.0,Thriller/Misterio,245
"brilliance (brilliance saga, #1)",1611099692,9781611099690.0,Ciencia ficción,444
"brilliance of the moon (tales of the otori, #3)",1594480869,9781594480870.0,Fantasía,320
"brimstone (pendergast, #5; diogenes, #1)",446612758,9780446612750.0,Thriller/Misterio,656
"bring up the bodies (thomas cromwell, #2)",805090037,9780805090030.0,Ficción histórica,410
bringing down the house: the inside story of six m.i.t. students who took vegas for millions,743225708,9780743225700.0,Negocios y economía,257
bringing up bébé: one american mother discovers the wisdom of french parenting,449010880,9780449010880.0,Desarrollo personal,304
"brisingr (the inheritance cycle, #3)",375826726,9780375826730.0,Fantasía,748
britt-marie was here,1501142534,9781501142540.0,Desconocido,324
brokeback mountain,743271327,9780743271320.0,Romance,55
"broken (will trent, #4)",385341970,9780385341970.0,Thriller/Misterio,416
"broken (women of the otherworld, #6)",553588184,9780553588190.0,Fantasía,416
"broken angels (takeshi kovacs, #2)",345457714,9780345457710.0,Ciencia ficción,528
broken grace,,,Romance,380
"broken harbour (dublin murder squad, #4)",1444705105,9781444705100.0,Thriller/Misterio,467
"broken homes (peter grant, #4)",756409608,9780756409610.0,Fantasía,357
broken monsters,316216828,9780316216820.0,Thriller/Misterio,434
"broken prey (lucas davenport, #16)",425204308,9780425204310.0,Thriller/Misterio,416
"broken prince (the royals, #2)",1682305031,9781682305030.0,Romance,370
"broken silence (silence, #2)",,,Romance,420
broken for you,802142109,9780802142110.0,Desconocido,352
brooklyn,1439138311,9781439138310.0,Ficción histórica,262
"brother odd (odd thomas, #3)",553804804,9780553804800.0,Fantasía,337
"brotherhood in death (in death, #42)",399170898,9780399170900.0,Thriller/Misterio,384
"brothers majere (dragonlance: preludes, #3)",786929715,9780786929720.0,Fantasía,316
"brown bear, brown bear, what do you see?",805047905,9780805047900.0,Literatura infantil,28
brown girl dreaming,399252517,9780399252520.0,Juvenil (Young Adult - YA),337
bruiser,61134104,9780061134100.0,Juvenil (Young Adult - YA),326
brunelleschi's dome: how a renaissance genius reinvented architecture,142000159,9780142000150.0,Historia,192
"bud, not buddy",385323069,9780385323060.0,Juvenil (Young Adult - YA),245
buddenbrooks: the decline of a family,679417370,9780679417380.0,Literatura clásica,731
"buffy the vampire slayer: the long way home (season 8, #1)",1593078226,9781593078220.0,Fantasía,136
built to last: successful habits of visionary companies,60566108,9780060566100.0,Negocios y economía,368
"bullet (anita blake, vampire hunter #19)",425234339,9780425234330.0,Fantasía,416
"bully (fall away, #1)",,,Romance,333
bumi manusia,9799731232,9789799731230.0,Literatura clásica,535
"bunnicula (bunnicula, #1)",1416928170,9781416928170.0,Literatura infantil,128
burial rites,316243914,9780316243920.0,Ficción histórica,336
"buried prey (lucas davenport, #21)",399157387,9780399157390.0,Thriller/Misterio,418
burmese days,1421808307,9781421808310.0,Literatura clásica,288
"burn (breathless, #3)",425267083,9780425267080.0,Romance,368
"burn (michael bennett, #7)",1780890125,9781780890130.0,Thriller/Misterio,368
"burn for burn (burn for burn, #1)",1442440759,9781442440750.0,Juvenil (Young Adult - YA),341
"burn for me (hidden legacy, #1)",62289241,9780062289250.0,Fantasía,400
"burned (burned, #1)",1416903542,9781416903540.0,Juvenil (Young Adult - YA),354
"burned (fever, #7)",385344414,9780385344420.0,Fantasía,477
"burned (house of night, #7)",1905654944,9781905654950.0,Juvenil (Young Adult - YA),323
"burning chrome (sprawl, #0)",60539828,9780060539820.0,Ciencia ficción,200
"burning for revenge (tomorrow, #5)",439858038,9780439858040.0,Juvenil (Young Adult - YA),288
"burnt offerings (anita blake, vampire hunter, #7)",515134473,9780515134480.0,Fantasía,480
bury my heart at wounded knee: an indian history of the american west,805066691,9780805066690.0,Historia,487
"bury your dead (chief inspector armand gamache, #6)",312377045,9780312377040.0,Thriller/Misterio,374
business model generation,2839906171,9782839906170.0,Negocios y economía,288
by the light of the moon,553582763,9780553582760.0,Thriller/Misterio,464
by the river piedra i sat down and wept,61122092,9780061122100.0,Fantasía,212
"by the shores of silver lake  (little house, #5)",60885416,9780060885410.0,Literatura infantil,304
by the sword (valdemar),886774632,9780886774640.0,Fantasía,544
"by the time you read this, i'll be dead",1423116186,9781423116190.0,Juvenil (Young Adult - YA),240
"c is for corpse  (kinsey millhone, #3)",312939019,9780312939010.0,Thriller/Misterio,272
cabal,743417321,9780743417330.0,Horror,387
"cabin fever (diary of a wimpy kid, #6)",1419702238,9781419702240.0,Literatura infantil,224
caddie woodlawn  (caddie woodlawn #1),1416940286,9781416940290.0,Literatura infantil,288
"cage (corps security, #2)",,,Romance,290
caim,972212076X,9789722120760.0,Desconocido,171
"calamity (the reckoners, #3)",385743602,9780385743600.0,Ciencia ficción,419
"calculated in death (in death, #36)",399158820,9780399158830.0,Thriller/Misterio,400
caleb's crossing,670021040,9780670021050.0,Ficción histórica,306
"caliban's war (the expanse, #2)",1841499900,9781841499900.0,Ciencia ficción,595
calico joe,385536073,9780385536070.0,Deportes,198
california,316250813,9780316250820.0,Ciencia ficción,336
"call me irresistible (wynette, texas #5)",61351520,9780061351520.0,Romance,400
call me by your name,374299218,9780374299220.0,Romance,248
call for the dead,743431677,9780743431680.0,Thriller/Misterio,192
calling doctor amelia bedelia,60087803,9780060087810.0,Literatura infantil,64
calling me home,1250014522,9781250014530.0,Ficción histórica,336
"calling on dragons (enchanted forest chronicles, #3)",152046925,9780152046930.0,Fantasía,256
calvin and hobbes,836220889,9780836220890.0,Arte y fotografía,128
camera lucida: reflections on photography,374521344,9780374521350.0,Arte y fotografía,119
can love happen twice?,143417231,9780143417230.0,Romance,240
can you keep a secret?,440241901,9780440241900.0,Romance,369
can't wait to get to heaven,1400061261,9781400061270.0,Desconocido,310
can't we talk about something more pleasant?,1608198065,9781608198060.0,Biografía/Autobiografía,228
canada,61692042,9780061692050.0,Ficción histórica,420
candide,486266893,9780486266890.0,Literatura clásica,112
candy girl: a year in the life of an unlikely stripper,1592402739,9781592401820.0,Biografía/Autobiografía,288
cane river,446678457,9780446678450.0,Ficción histórica,480
cannery row,014200068X,9780142000690.0,Literatura clásica,181
cape fear,,,Thriller/Misterio,N/A
capital,571234607,9780571234610.0,Desconocido,512
capital in the twenty-first century,067443000X,9780674430010.0,Negocios y economía,696
"caps for sale: a tale of a peddler, some monkeys and their monkey business",64431436,9780064431440.0,Literatura infantil,48
captain blood,1406800163,9781406800170.0,Aventuras,236
"captain underpants and the attack of the talking toilets (captain underpants, #2)",439995442,9780439995440.0,Literatura infantil,144
"captain underpants and the perilous plot of professor poopypants (captain underpants, #4)",439998190,9780439998190.0,Literatura infantil,144
"captain's fury (codex alera, #4)",441015271,9780441015280.0,Fantasía,608
captains courageous,543895882,9780543895880.0,Aventuras,168
captains and the kings,449205622,9780449205620.0,Ficción histórica,720
"captivate (need, #2)",1599903423,9781599903420.0,Juvenil (Young Adult - YA),340
"captivated by you (crossfire, #4)",425273865,9780425273870.0,Romance,353
captivating: unveiling the mystery of a woman's soul,785264698,9780785264700.0,Religión y espiritualidad,256
"captive prince (captive prince, #1)",,,Fantasía,240
"captive prince: volume two (captive prince, #2)",,,Fantasía,300
"captive in the dark (the dark duet, #1)",,2940011444940.0,Romance,268
"captured (the captive, #1)",,,Romance,268
caraval,1250095255,9781250095250.0,Fantasía,407
"cardcaptor sakura, vol. 1 (cardcaptor sakura, #1)",1591828783,9781591828780.0,Fantasía,180
"cardcaptor sakura: master of the clow, vol. 1 (cardcaptor sakura, #7)",1892213753,9781892213750.0,Fantasía,180
"cards on the table (hercule poirot, #15)",425205959,9780425205950.0,Thriller/Misterio,256
care of the soul: a guide for cultivating depth and sacredness in everyday life,60922249,9780060922240.0,Psicología,352
"career of evil (cormoran strike, #3)",316349933,9780316349930.0,Thriller/Misterio,499
caressed by ice (psy-changeling #3),425218422,9780425218430.0,Romance,336
carmilla,809510839,9780809510830.0,Horror,105
carolina moon,515130389,9780515130390.0,Romance,448
"carpe corpus (the morganville vampires, #6)",451227190,9780451227200.0,Juvenil (Young Adult - YA),336
carpe jugulum (discworld #23; witches #6),61051586,9780061051590.0,Fantasía,400
carrie,1416524304,9781416524300.0,Horror,199
carrie / 'salem's lot / the shining,517219026,9780517219030.0,Horror,1080
carrion comfort,446359203,9780446359210.0,Horror,884
carry on,1250049555,9781250049550.0,Fantasía,518
"carry on, mr. bowditch",618250743,9780618250740.0,Juvenil (Young Adult - YA),251
"carry on, warrior: thoughts on life unarmed",1451697244,9781451697250.0,Desarrollo personal,256
"carry on, jeeves (jeeves, #3)",1585673927,9781585673930.0,Literatura clásica,278
carter beats the devil,786886323,9780786886330.0,Ficción histórica,485
"carter reed (carter reed, #1)",,,Romance,158
"case closed, vol. 1",1591163277,9781591163280.0,Thriller/Misterio,184
case histories (jackson brodie #1),316010707,9780316010700.0,Thriller/Misterio,310
cash,60727535,9780060727540.0,Biografía/Autobiografía,288
"casino royale (james bond, #1)",014200202X,9780142002020.0,Thriller/Misterio,181
"castle roogna (xanth, #3)",345418514,9780345418520.0,Fantasía,344
"castle in the air (howl's moving castle, #2)",64473457,9780064473450.0,Fantasía,304
"castle of wizardry (the belgariad, #4)",345335708,9780345335710.0,Fantasía,374
"cat among the pigeons (hercule poirot, #32)",425205967,9780425205970.0,Thriller/Misterio,256
"cat and mouse (alex cross, #4)",1570425779,9781570425780.0,Thriller/Misterio,464
cat on a hot tin roof,811216012,9780811216010.0,Teatro,174
cat's cradle,140285601,9780140285600.0,Ciencia ficción,191
cat's eye,385491026,9780385491020.0,Literatura clásica,445
